show_id,show_date_iso,venue_slug,year,era_label,has_special,perf_count,openers,closers,longest_jam_song,longest_jam_sec
1996-07-05_stadio-olimpico,1996-07-05,stadio-olimpico,1996,1.0 (1983–2000),0,7,funky bitch; chalk dust torture,david bowie; sweet adeline,david bowie,699.272
1996-07-06_piazza-del-duomo,1996-07-06,piazza-del-duomo,1996,1.0 (1983–2000),0,6,also sprach zarathustra; reba,harry hood,reba,729.6
1996-07-07_parco-aquatica,1996-07-07,parco-aquatica,1996,1.0 (1983–2000),0,10,sample in a jar; divided sky,suzy greenberg,divided sky,760.451
1996-07-09_centre-international,1996-07-09,centre-international,1996,1.0 (1983–2000),0,7,theme from the bottom; poor heart,character zero,mike s song,605.074
1996-07-10_le-zenith,1996-07-10,le-zenith,1996,1.0 (1983–2000),0,7,chalk dust torture; ya mar,good times bad times,david bowie,875.651
1996-07-11_shepherd-s-bush-empire,1996-07-11,shepherd-s-bush-empire,1996,1.0 (1983–2000),0,19,runaway jim; cavern,sample in a jar; hello my baby; a day in the life,you enjoy myself,1261.976
1996-07-12_melkweg,1996-07-12,melkweg,1996,1.0 (1983–2000),0,25,wilson; divided sky,llama; suzy greenberg; hello my baby; johnny b goode,divided sky,828.056
1996-07-13_dour-festival,1996-07-13,dour-festival,1996,1.0 (1983–2000),0,10,sample in a jar; runaway jim,you enjoy myself,poor heart,648.542
1996-07-15_la-marna,1996-07-15,la-marna,1996,1.0 (1983–2000),0,20,my friend my friend; punch you in the eye,cavern; run like an antelope; golgi apparatus,harry hood,730.201
1996-07-17_theatre-antique,1996-07-17,theatre-antique,1996,1.0 (1983–2000),0,5,divided sky; sample in a jar,funky bitch,divided sky,826.279
1996-07-18_theatre-de-verdure,1996-07-18,theatre-de-verdure,1996,1.0 (1983–2000),0,7,julius; cars trucks buses,you enjoy myself,you enjoy myself,1172.793
1996-07-19_les-ara-nes-d-arles,1996-07-19,les-ara-nes-d-arles,1996,1.0 (1983–2000),0,6,runaway jim; foam,the squirming coil,foam,694.779
1996-07-21_the-forum,1996-07-21,the-forum,1996,1.0 (1983–2000),0,24,golgi apparatus; guelah papyrus,johnny b goode; suzy greenberg; harry hood,reba,894.851
1996-07-22_tanzbrunnen,1996-07-22,tanzbrunnen,1996,1.0 (1983–2000),0,8,sample in a jar; poor heart,you enjoy myself,you enjoy myself,946.469
1996-07-23_markthalle,1996-07-23,markthalle,1996,1.0 (1983–2000),0,20,ac dc bag; foam,hello my baby; slave to the traffic light; rocky top,mike s song,1013.211
1996-07-24_the-music-hall,1996-07-24,the-music-hall,1996,1.0 (1983–2000),0,5,chalk dust torture; ya mar,golgi apparatus,you enjoy myself,939.442
1996-07-25_stadtpark,1996-07-25,stadtpark,1996,1.0 (1983–2000),0,8,poor heart; punch you in the eye,cavern,run like an antelope,645.512
1996-08-02_wolf-mountain-amphitheatre,1996-08-02,wolf-mountain-amphitheatre,1996,1.0 (1983–2000),0,21,over the rainbow; ya mar,possum; run like an antelope; punch you in the eye,fluffhead,869.616
1996-08-04_red-rocks-amphitheatre,1996-08-04,red-rocks-amphitheatre,1996,1.0 (1983–2000),0,18,chalk dust torture; funky bitch,loving cup; slave to the traffic light; rocky top,david bowie,861.074
1996-08-05_red-rocks-amphitheatre,1996-08-05,red-rocks-amphitheatre,1996,1.0 (1983–2000),0,23,wilson; poor heart,the squirming coil; weekapaug groove; cavern,down with disease,1007.726
1996-08-06_red-rocks-amphitheatre,1996-08-06,red-rocks-amphitheatre,1996,1.0 (1983–2000),0,20,makisupa policeman; rift,run like an antelope; tweezer reprise; johnny b goode,tweezer,1031.445
1996-08-07_red-rocks-amphitheatre,1996-08-07,red-rocks-amphitheatre,1996,1.0 (1983–2000),0,22,punch you in the eye; sparkle,doin my time; hello my baby; golgi apparatus,possum,1393.9798600000004
1996-08-10_alpine-valley-music-theatre,1996-08-10,alpine-valley-music-theatre,1996,1.0 (1983–2000),0,23,my friend my friend; poor heart,cavern; a day in the life; fire,harry hood,923.873
1996-08-12_deer-creek-music-center,1996-08-12,deer-creek-music-center,1996,1.0 (1983–2000),0,20,ya mar; split open and melt,suzy greenberg; possum; sample in a jar,possum,849.215
1996-08-13_deer-creek-music-center,1996-08-13,deer-creek-music-center,1996,1.0 (1983–2000),0,23,divided sky; tube,slave to the traffic light; david bowie; rocky top,lifeboy,1366.387
1996-08-14_hersheypark-stadium,1996-08-14,hersheypark-stadium,1996,1.0 (1983–2000),0,23,wilson; jam,hello my baby; tweezer reprise; julius,runaway jim,1322.71
1996-08-15_plattsburgh-air-force-base,1996-08-15,plattsburgh-air-force-base,1996,1.0 (1983–2000),0,4,jam; hold your head up,jam,jam,1393.9798600000004
1996-08-16_plattsburgh-air-force-base,1996-08-16,plattsburgh-air-force-base,1996,1.0 (1983–2000),0,30,chalk dust torture; bathtub gin,david bowie; weekapaug groove; jam; flatbed truck jam; amazing grace,harry hood,1218.064
1996-08-17_plattsburgh-air-force-base,1996-08-17,plattsburgh-air-force-base,1996,1.0 (1983–2000),0,26,the old home place; punch you in the eye,suzy greenberg; slave to the traffic light; tweezer reprise; harpua,reba,979.043
1996-10-16_olympic-center,1996-10-16,olympic-center,1996,1.0 (1983–2000),0,23,cars trucks buses; down with disease,character zero; johnny b goode; waste,simple,946.286
1996-10-17_bryce-jordan-center-penn-state-university,1996-10-17,bryce-jordan-center-penn-state-university,1996,1.0 (1983–2000),0,19,also sprach zarathustra; funky bitch,tweezer reprise; david bowie; golgi apparatus,david bowie,959.948
1996-10-18_civic-arena,1996-10-18,civic-arena,1996,1.0 (1983–2000),0,17,runaway jim; guelah papyrus,sample in a jar; harry hood; julius,you enjoy myself,1261.584
1996-10-19_marine-midland-arena,1996-10-19,marine-midland-arena,1996,1.0 (1983–2000),0,21,my friend my friend; rift,frankenstein; hello my baby; rocky top,fluffhead,866.926
1996-10-21_madison-square-garden,1996-10-21,madison-square-garden,1996,1.0 (1983–2000),0,22,the star spangled banner; sample in a jar,possum; david bowie; funky bitch,divided sky,876.983
1996-10-22_madison-square-garden,1996-10-22,madison-square-garden,1996,1.0 (1983–2000),0,20,the curtain; runaway jim,you enjoy myself; weekapaug groove; all along the watchtower,you enjoy myself,1302.387
1996-10-23_hartford-civic-center,1996-10-23,hartford-civic-center,1996,1.0 (1983–2000),0,18,punch you in the eye; poor heart,run like an antelope; julius; chalk dust torture,tweezer,1032.15
1996-10-25_hampton-coliseum,1996-10-25,hampton-coliseum,1996,1.0 (1983–2000),0,23,ha ha ha; taste,the squirming coil; the star spangled banner; johnny b goode,free,887.902
1996-10-26_charlotte-coliseum,1996-10-26,charlotte-coliseum,1996,1.0 (1983–2000),0,17,julius; cars trucks buses,sample in a jar; run like an antelope; fire,you enjoy myself,1213.544
1996-10-27_north-charleston-coliseum,1996-10-27,north-charleston-coliseum,1996,1.0 (1983–2000),0,22,runaway jim; punch you in the eye,suzy greenberg; tweezer reprise; carolina,fluffhead,913.319
1996-10-29_leon-county-civic-center,1996-10-29,leon-county-civic-center,1996,1.0 (1983–2000),0,22,chalk dust torture; guelah papyrus,david bowie; hello my baby; good times bad times,the horse,1118.093
1996-10-31_the-omni,1996-10-31,the-omni,1996,1.0 (1983–2000),1,27,sanity; highway to hell,the star spangled banner; the overload; suzy greenberg; frankenstein,you enjoy myself,1369.443
1996-11-02_coral-sky-amphitheater,1996-11-02,coral-sky-amphitheater,1996,1.0 (1983–2000),0,16,ya mar; julius,johnny b goode; sweet adeline; funky bitch,crosseyed and painless,1393.9798600000004
1996-11-03_o-connell-center-university-of-florida,1996-11-03,o-connell-center-university-of-florida,1996,1.0 (1983–2000),0,18,my friend my friend; runaway jim,character zero; tweezer reprise; fire,tweezer,1029.251
1996-11-06_knoxville-civic-coliseum,1996-11-06,knoxville-civic-coliseum,1996,1.0 (1983–2000),0,19,split open and melt; cars trucks buses,david bowie; funky bitch; rocky top,mike s song,1393.9798600000004
1996-11-07_rupp-arena,1996-11-07,rupp-arena,1996,1.0 (1983–2000),0,17,chalk dust torture; weigh,character zero; you enjoy myself; frankenstein,bathtub gin,1393.9798600000004
1996-11-08_assembly-hall-university-of-illinois,1996-11-08,assembly-hall-university-of-illinois,1996,1.0 (1983–2000),0,18,runaway jim; axilla,run like an antelope; weekapaug groove; theme from the bottom,simple,1104.118
1996-11-09_the-palace-of-auburn-hills,1996-11-09,the-palace-of-auburn-hills,1996,1.0 (1983–2000),0,18,buried alive; poor heart,character zero; harry hood; julius,you enjoy myself,1393.9798600000004
1996-11-11_van-andel-arena,1996-11-11,van-andel-arena,1996,1.0 (1983–2000),0,22,chalk dust torture; guelah papyrus,runaway jim; slave to the traffic light; cavern,divided sky,937.104
1996-11-12_target-center,1996-11-12,target-center,1996,1.0 (1983–2000),0,1,the star spangled banner,the star spangled banner,the star spangled banner,110.472
1996-11-13_target-center,1996-11-13,target-center,1996,1.0 (1983–2000),0,17,down with disease; bouncing around the room,sweet adeline; golgi apparatus; good times bad times,prince caspian,1393.9798600000004
1996-11-14_hilton-coliseum,1996-11-14,hilton-coliseum,1996,1.0 (1983–2000),0,21,ac dc bag; uncle pen,julius; a day in the life; hello my baby,steep,730.096
1996-11-15_kiel-center,1996-11-15,kiel-center,1996,1.0 (1983–2000),0,23,wilson; divided sky,cavern; weekapaug groove; funky bitch,divided sky,893.753
1996-11-16_civic-auditorium,1996-11-16,civic-auditorium,1996,1.0 (1983–2000),0,21,poor heart; down with disease,frankenstein; amazing grace; we re an american band,catapult,954.122
1996-11-18_mid-south-coliseum,1996-11-18,mid-south-coliseum,1996,1.0 (1983–2000),0,21,cars trucks buses; timber jerry the mule,character zero; llama; johnny b goode,simple,1011.487
1996-11-19_municipal-auditorium,1996-11-19,municipal-auditorium,1996,1.0 (1983–2000),0,17,ya mar; ac dc bag,loving cup; fire; the squirming coil,you enjoy myself,1393.9798600000004
1996-11-22_spokane-arena,1996-11-22,spokane-arena,1996,1.0 (1983–2000),0,21,it s ice; runaway jim,cavern; hello my baby; julius,down with disease,773.721
1996-11-23_pacific-coliseum,1996-11-23,pacific-coliseum,1996,1.0 (1983–2000),0,20,chalk dust torture; guelah papyrus,funky bitch; harry hood; good times bad times,harry hood,932.911
1996-11-24_memorial-coliseum,1996-11-24,memorial-coliseum,1996,1.0 (1983–2000),0,20,poor heart; ac dc bag,run like an antelope; suzy greenberg; cavern,you enjoy myself,1328.823
1996-11-27_key-arena,1996-11-27,key-arena,1996,1.0 (1983–2000),0,19,julius; my friend my friend,bold as love; fire; tweezer reprise,down with disease,1393.345
1996-11-29_the-cow-palace,1996-11-29,the-cow-palace,1996,1.0 (1983–2000),0,20,frankenstein; nicu,suzy greenberg; harry hood; sample in a jar,steep,1393.9798600000004
1996-11-30_arco-arena,1996-11-30,arco-arena,1996,1.0 (1983–2000),0,22,runaway jim; punch you in the eye,chalk dust torture; amazing grace; possum,fluffhead,915.775
1996-12-01_pauley-pavilion-university-of-california-los-angeles,1996-12-01,pauley-pavilion-university-of-california-los-angeles,1996,1.0 (1983–2000),0,23,peaches en regalia; poor heart,run like an antelope; slave to the traffic light; highway to hell,tweezer,1206.047
1996-12-02_america-west-arena,1996-12-02,america-west-arena,1996,1.0 (1983–2000),0,17,rocky top; ac dc bag,julius; sweet adeline; fire,you enjoy myself,1258.136
1996-12-03_great-western-forum,1996-12-03,great-western-forum,1996,1.0 (1983–2000),0,1,the star spangled banner,the star spangled banner,the star spangled banner,110.472
1996-12-04_sports-arena,1996-12-04,sports-arena,1996,1.0 (1983–2000),0,21,my friend my friend; chalk dust torture,david bowie; weekapaug groove; jesus just left chicago,mike s song,981.838
1996-12-06_the-aladdin-theatre,1996-12-06,the-aladdin-theatre,1996,1.0 (1983–2000),0,25,wilson; peaches en regalia,frankenstein; good times bad times; suzy greenberg,you enjoy myself,1393.9798600000004
1996-12-28_corestates-spectrum,1996-12-28,corestates-spectrum,1996,1.0 (1983–2000),0,20,runaway jim; nicu,frankenstein; the star spangled banner; johnny b goode,strange design,1004.591
1996-12-29_corestates-spectrum,1996-12-29,corestates-spectrum,1996,1.0 (1983–2000),0,22,poor heart; caravan,la grange; harpua; rocky top,you enjoy myself,1317.538
1996-12-30_fleetcenter,1996-12-30,fleetcenter,1996,1.0 (1983–2000),0,18,ya mar; the sloth,good times bad times; slave to the traffic light; possum,tweezer,898.821
1996-12-31_fleetcenter,1996-12-31,fleetcenter,1996,1.0 (1983–2000),1,27,axilla; peaches en regalia,tweezer reprise; character zero; julius; amazing grace,down with disease,952.346
1997-02-13_shepherd-s-bush-empire,1997-02-13,shepherd-s-bush-empire,1997,1.0 (1983–2000),0,25,chalk dust torture; wolfman s brother,david bowie; frankenstein; johnny b goode,harry hood,877.375
1997-02-14_le-botanique,1997-02-14,le-botanique,1997,1.0 (1983–2000),0,19,runaway jim; nicu,run like an antelope; a day in the life; character zero,you enjoy myself,1437.048
1997-02-16_alter-wartesaal,1997-02-16,alter-wartesaal,1997,1.0 (1983–2000),0,23,beauty of my dreams; split open and melt,chalk dust torture; tweezer reprise; johnny b goode,steep,776.856
1997-02-17_paradiso,1997-02-17,paradiso,1997,1.0 (1983–2000),0,19,soul shakedown party; divided sky,golgi apparatus; prince caspian; rocky top,carini,1284.65
1997-02-18_bataclan,1997-02-18,bataclan,1997,1.0 (1983–2000),0,20,beauty of my dreams; cavern,slave to the traffic light; frankenstein; bold as love,stash,868.937
1997-02-20_teatro-smeraldo,1997-02-20,teatro-smeraldo,1997,1.0 (1983–2000),0,23,the curtain; tweezer,tweezer reprise; sweet adeline; julius,stash,810.815
1997-02-21_tenax,1997-02-21,tenax,1997,1.0 (1983–2000),0,16,my soul; foam,you enjoy myself; prince caspian; character zero,you enjoy myself,1128.359
1997-02-22_teatro-olimpico,1997-02-22,teatro-olimpico,1997,1.0 (1983–2000),0,19,walfredo; also sprach zarathustra,character zero; hello my baby; johnny b goode,harry hood,881.293
1997-02-23_fillmore,1997-02-23,fillmore,1997,1.0 (1983–2000),0,21,carini; axilla,david bowie; good times bad times; rocky top,david bowie,943.491
1997-02-25_incognito,1997-02-25,incognito,1997,1.0 (1983–2000),0,20,runaway jim; my soul,loving cup; sweet adeline; chalk dust torture,stash,689.398
1997-02-26_longhorn,1997-02-26,longhorn,1997,1.0 (1983–2000),0,22,camel walk; llama,while my guitar gently weeps; slave to the traffic light; highway to hell,you enjoy myself,1510.452
1997-02-26_swf3-studios,1997-02-26,swf3-studios,1997,1.0 (1983–2000),0,5,talk; waste,goodbye jam,walfredo,325.669
1997-02-28_huxleyas-neue-welt,1997-02-28,huxleyas-neue-welt,1997,1.0 (1983–2000),0,20,carini; paul and silas,character zero; julius; a day in the life,love me,863.451
1997-03-01_markthalle,1997-03-01,markthalle,1997,1.0 (1983–2000),0,20,cities; the oh kee pa ceremony,possum; theme from the bottom; sweet adeline,jesus just left chicago,836.728
1997-03-02_pumpehuset,1997-03-02,pumpehuset,1997,1.0 (1983–2000),0,23,johnny b goode; uncle pen,hello my baby; tweezer reprise; you enjoy myself,you enjoy myself,1310.224
1997-03-05_ed-sullivan-theater,1997-03-05,ed-sullivan-theater,1997,1.0 (1983–2000),0,1,character zero,character zero,character zero,249.208
1997-03-18_the-flynn-theatre,1997-03-18,the-flynn-theatre,1997,1.0 (1983–2000),0,22,cinnamon girl; nicu,character zero; slave to the traffic light; funky bitch,david bowie,990.354
1997-05-18_corestates-center,1997-05-18,corestates-center,1997,1.0 (1983–2000),0,1,the star spangled banner,the star spangled banner,the star spangled banner,110.472
1997-06-06_brad-sands-s-and-pete-carini-s-house,1997-06-06,brad-sands-s-and-pete-carini-s-house,1997,1.0 (1983–2000),0,28,limb by limb; dogs stole things,bye bye foot; izabella,ghost,749.7275
1997-06-13_the-s-f-x-centre,1997-06-13,the-s-f-x-centre,1997,1.0 (1983–2000),0,19,theme from the bottom; dogs stole things,taste; character zero; izabella,stash,806.348
1997-06-14_the-s-f-x-centre,1997-06-14,the-s-f-x-centre,1997,1.0 (1983–2000),0,20,down with disease; nicu,prince caspian; cavern; rocky top,david bowie,1100.565
1997-06-16_royal-albert-hall,1997-06-16,royal-albert-hall,1997,1.0 (1983–2000),0,19,the squirming coil; dogs stole things,olivia s pool; harry hood; poor heart,reba,895.216
1997-06-19_arena-wien,1997-06-19,arena-wien,1997,1.0 (1983–2000),0,19,limb by limb; dogs stole things,runaway jim; prince caspian; hello my baby,stash,1294.158
1997-06-20_divadlo-archa,1997-06-20,divadlo-archa,1997,1.0 (1983–2000),0,18,taste; jam,run like an antelope; julius; rocky top,david bowie,1292.356
1997-06-21_hurricane-festival,1997-06-21,hurricane-festival,1997,1.0 (1983–2000),0,16,sample in a jar; also sprach zarathustra,cavern; my soul,samson variation,1094.217
1997-06-22_loreley,1997-06-22,loreley,1997,1.0 (1983–2000),0,10,taste; water in the sky,ghost; limb by limb,ghost,876.983
1997-06-24_la-laiterie,1997-06-24,la-laiterie,1997,1.0 (1983–2000),0,20,split open and melt; beauty of my dreams,rocky top; ghost; loving cup,piper,983.04
1997-06-25_laaeronef,1997-06-25,laaeronef,1997,1.0 (1983–2000),0,22,olivia s pool; dogs stole things,my soul; run like an antelope; guyute,down with disease,1332.872
1997-06-27_worthy-farm,1997-06-27,worthy-farm,1997,1.0 (1983–2000),0,8,wilson; chalk dust torture,character zero,taste,677.042
1997-06-29_roskilde-festival,1997-06-29,roskilde-festival,1997,1.0 (1983–2000),0,8,you enjoy myself; taste,character zero; my soul,you enjoy myself,1337.469
1997-07-01_paradiso,1997-07-01,paradiso,1997,1.0 (1983–2000),0,17,ghost; horn,dogs stole things; slave to the traffic light; when the circus comes,ghost,1279.478
1997-07-02_paradiso,1997-07-02,paradiso,1997,1.0 (1983–2000),0,14,mike s song; simple,weekapaug groove; wading in the velvet sea; david bowie,stash,1523.2007999999987
1997-07-03_serenadenhof,1997-07-03,serenadenhof,1997,1.0 (1983–2000),0,15,piper; my soul,rocky top; cavern; character zero,ghost,1523.2007999999987
1997-07-05_piazza-risorgimento,1997-07-05,piazza-risorgimento,1997,1.0 (1983–2000),0,15,julius; bouncing around the room,good times bad times; the squirming coil,hold your head up,925.153
1997-07-06_spiaggia-di-rivoltella,1997-07-06,spiaggia-di-rivoltella,1997,1.0 (1983–2000),0,15,runaway jim; the old home place,chalk dust torture; funky bitch; my soul,you enjoy myself,1456.118
1997-07-09_le-transbordeur,1997-07-09,le-transbordeur,1997,1.0 (1983–2000),0,16,punch you in the eye; prince caspian,harry hood; poor heart; hello my baby,you enjoy myself,1523.2007999999987
1997-07-10_espace-julien,1997-07-10,espace-julien,1997,1.0 (1983–2000),0,15,dogs stole things; limb by limb,olivia s pool; take me to the river; funky bitch,bathtub gin,1298.651
1997-07-11_doctor-music-festival,1997-07-11,doctor-music-festival,1997,1.0 (1983–2000),0,8,chalk dust torture; bouncing around the room,you enjoy myself; character zero,you enjoy myself,1326.707
1997-07-21_gte-virginia-beach-amphitheater,1997-07-21,gte-virginia-beach-amphitheater,1997,1.0 (1983–2000),0,16,ghost; dogs stole things,character zero; slave to the traffic light; loving cup,bathtub gin,1311.269
1997-07-22_walnut-creek-amphitheater,1997-07-22,walnut-creek-amphitheater,1997,1.0 (1983–2000),0,16,runaway jim; my soul,taste; hello my baby; harry hood,down with disease,1230.838
1997-07-23_lakewood-amphitheatre,1997-07-23,lakewood-amphitheatre,1997,1.0 (1983–2000),0,17,julius; dirt,possum; chalk dust torture; frankenstein,ghost,1523.2007999999987
1997-07-25_starplex-amphitheatre,1997-07-25,starplex-amphitheatre,1997,1.0 (1983–2000),0,14,beauty of my dreams; wolfman s brother,ac dc bag; character zero; theme from the bottom,bathtub gin,1308.264
1997-07-26_south-park-meadows,1997-07-26,south-park-meadows,1997,1.0 (1983–2000),0,19,limb by limb; dogs stole things,izabella; johnny b goode; cavern,david bowie,1304.607
1997-07-29_desert-sky-pavilion,1997-07-29,desert-sky-pavilion,1997,1.0 (1983–2000),0,18,theme from the bottom; beauty of my dreams,loving cup; the squirming coil; possum,run like an antelope,1239.771
1997-07-30_ventura-county-fairgrounds,1997-07-30,ventura-county-fairgrounds,1997,1.0 (1983–2000),0,19,nicu; wolfman s brother,character zero; fire; my soul,david bowie,1155.396
1997-07-31_shoreline-amphitheatre,1997-07-31,shoreline-amphitheatre,1997,1.0 (1983–2000),0,17,ghost; ya mar,you enjoy myself; weekapaug groove; cinnamon girl,you enjoy myself,1523.2007999999987
1997-08-02_gorge-amphitheatre,1997-08-02,gorge-amphitheatre,1997,1.0 (1983–2000),0,16,theme from the bottom; ginseng sullivan,split open and melt; tweezer reprise; harry hood,tweezer,1126.165
1997-08-03_gorge-amphitheatre,1997-08-03,gorge-amphitheatre,1997,1.0 (1983–2000),0,19,bathtub gin; foam,character zero; frankenstein; slave to the traffic light,slave to the traffic light,898.926
1997-08-06_riverport-amphitheater,1997-08-06,riverport-amphitheater,1997,1.0 (1983–2000),0,16,nicu; stash,you enjoy myself; run like an antelope; julius,you enjoy myself,1467.298
1997-08-08_new-world-music-theatre,1997-08-08,new-world-music-theatre,1997,1.0 (1983–2000),0,15,cars trucks buses; gumbo,character zero; chalk dust torture; messin with the kid,wolfman s brother,977.789
1997-08-09_alpine-valley-music-theatre,1997-08-09,alpine-valley-music-theatre,1997,1.0 (1983–2000),0,20,theme from the bottom; punch you in the eye,crossroads; weekapaug groove; rocky top,ghost,940.826
1997-08-10_deer-creek-music-center,1997-08-10,deer-creek-music-center,1997,1.0 (1983–2000),0,16,bathtub gin; sparkle,harry hood; david bowie; cavern,cities,1404.891
1997-08-11_deer-creek-music-center,1997-08-11,deer-creek-music-center,1997,1.0 (1983–2000),0,15,makisupa policeman; maze,run like an antelope; character zero; the squirming coil,you enjoy myself,1523.2007999999987
1997-08-13_star-lake-amphitheatre,1997-08-13,star-lake-amphitheatre,1997,1.0 (1983–2000),0,21,amoreena; poor heart,sweet adeline; frankenstein; theme from the bottom,gumbo,1163.807
1997-08-14_darien-lake-performing-arts-center,1997-08-14,darien-lake-performing-arts-center,1997,1.0 (1983–2000),0,24,ya mar; funky bitch,run like an antelope; taste; rocky top,harry hood,1473.358
1997-08-16_loring-commerce-centre,1997-08-16,loring-commerce-centre,1997,1.0 (1983–2000),1,26,makisupa policeman; harpua,the squirming coil; julius; funky bitch; loving cup,you enjoy myself,1462.204
1997-08-17_loring-commerce-centre,1997-08-17,loring-commerce-centre,1997,1.0 (1983–2000),1,27,the wedge; beauty of my dreams,carolina; harry hood; prince caspian; tweezer reprise,down with disease,1523.2007999999987
1997-11-07_nbc-television-studios-studio-6a,1997-11-07,nbc-television-studios-studio-6a,1997,1.0 (1983–2000),0,2,farmhouse; mike s song,mike s song,mike s song,448.261
1997-11-13_thomas-mack-center,1997-11-13,thomas-mack-center,1997,1.0 (1983–2000),0,17,chalk dust torture; black eyed katy,character zero; weekapaug groove; loving cup,you enjoy myself,1418.553
1997-11-14_the-aea-center,1997-11-14,the-aea-center,1997,1.0 (1983–2000),0,13,runaway jim; gumbo,run like an antelope; slave to the traffic light; bold as love,slave to the traffic light,980.846
1997-11-16_mcnichols-arena,1997-11-16,mcnichols-arena,1997,1.0 (1983–2000),0,17,nicu; my soul,hello my baby; izabella; david bowie,harry hood,1075.827
1997-11-17_mcnichols-arena,1997-11-17,mcnichols-arena,1997,1.0 (1983–2000),0,12,tweezer; reba,fire; you enjoy myself; character zero,you enjoy myself,1454.263
1997-11-19_assembly-hall-university-of-illinois,1997-11-19,assembly-hall-university-of-illinois,1997,1.0 (1983–2000),0,15,julius; bathtub gin,run like an antelope; taste; possum,wolfman s brother,1523.2007999999987
1997-11-21_hampton-coliseum,1997-11-21,hampton-coliseum,1997,1.0 (1983–2000),0,13,emotional rescue; split open and melt,prince caspian; loving cup; guyute,ac dc bag,1523.2007999999987
1997-11-22_hampton-coliseum,1997-11-22,hampton-coliseum,1997,1.0 (1983–2000),0,15,mike s song; i am hydrogen,izabella; run like an antelope; tweezer reprise,halley s comet,1456.588
1997-11-23_lawrence-joel-veterans-memorial-coliseum,1997-11-23,lawrence-joel-veterans-memorial-coliseum,1997,1.0 (1983–2000),0,15,my soul; theme from the bottom,character zero; bold as love; julius,bathtub gin,1523.2007999999987
1997-11-26_hartford-civic-center,1997-11-26,hartford-civic-center,1997,1.0 (1983–2000),0,19,tweezer; sparkle,taste; tweezer reprise; cavern,character zero,1269.081
1997-11-28_worcester-centrum-centre,1997-11-28,worcester-centrum-centre,1997,1.0 (1983–2000),0,14,the curtain; you enjoy myself,rocky top; johnny b goode; my soul,you enjoy myself,1440.679
1997-11-29_worcester-centrum-centre,1997-11-29,worcester-centrum-centre,1997,1.0 (1983–2000),0,20,the wedge; foam,david bowie; suzy greenberg; fire,runaway jim,1523.2007999999987
1997-11-30_worcester-centrum-centre,1997-11-30,worcester-centrum-centre,1997,1.0 (1983–2000),0,14,guyute; funky bitch,loving cup; run like an antelope; them changes,wolfman s brother,1523.2007999999987
1997-12-01_corestates-center,1997-12-01,corestates-center,1997,1.0 (1983–2000),0,1,the star spangled banner,the star spangled banner,the star spangled banner,110.472
1997-12-02_corestates-spectrum,1997-12-02,corestates-spectrum,1997,1.0 (1983–2000),0,18,buried alive; down with disease,the star spangled banner; character zero; sample in a jar,mike s song,1265.737
1997-12-03_corestates-spectrum,1997-12-03,corestates-spectrum,1997,1.0 (1983–2000),0,14,punch you in the eye; my soul,you enjoy myself; harry hood; crossroads,david bowie,1523.2007999999987
1997-12-05_csu-convocation-center,1997-12-05,csu-convocation-center,1997,1.0 (1983–2000),0,18,ghost; wilson,character zero; chalk dust torture; bold as love,julius,1023.504
1997-12-06_the-palace-of-auburn-hills,1997-12-06,the-palace-of-auburn-hills,1997,1.0 (1983–2000),0,16,golgi apparatus; run like an antelope,cavern; tweezer reprise; rocky top,tweezer,1327.125
1997-12-07_ervin-j-nutter-center-wright-state-university,1997-12-07,ervin-j-nutter-center-wright-state-university,1997,1.0 (1983–2000),0,19,ac dc bag; psycho killer,slave to the traffic light; possum; a day in the life,reba,846.184
1997-12-09_bryce-jordan-center-penn-state-university,1997-12-09,bryce-jordan-center-penn-state-university,1997,1.0 (1983–2000),0,17,mike s song; chalk dust torture,loving cup; harry hood; fire,simple,1523.2007999999987
1997-12-11_rochester-war-memorial,1997-12-11,rochester-war-memorial,1997,1.0 (1983–2000),0,14,punch you in the eye; down with disease,rocky top; johnny b goode; waste,drowned,1297.816
1997-12-12_pepsi-arena,1997-12-12,pepsi-arena,1997,1.0 (1983–2000),0,18,funky bitch; also sprach zarathustra,character zero; tweezer reprise; run like an antelope,piper,1176.869
1997-12-13_pepsi-arena,1997-12-13,pepsi-arena,1997,1.0 (1983–2000),0,21,ya mar; axilla,good times bad times; harry hood; the squirming coil,harry hood,1328.144
1997-12-28_usair-arena,1997-12-28,usair-arena,1997,1.0 (1983–2000),0,21,julius; cities,character zero; cavern; bold as love,drowned,856.32
1997-12-29_madison-square-garden,1997-12-29,madison-square-garden,1997,1.0 (1983–2000),0,18,nicu; golgi apparatus,run like an antelope; you enjoy myself; good times bad times,down with disease,1399.38
1997-12-30_madison-square-garden,1997-12-30,madison-square-garden,1997,1.0 (1983–2000),0,21,sneakin sally through the alley; taste,a day in the life; guyute; frankenstein,ac dc bag,1523.2007999999987
1997-12-31_madison-square-garden,1997-12-31,madison-square-garden,1997,1.0 (1983–2000),1,24,emotional rescue; ya mar,fire; weekapaug groove; loving cup; tweezer reprise,weekapaug groove,1111.301
1998-04-02_nassau-veterans-memorial-coliseum,1998-04-02,nassau-veterans-memorial-coliseum,1998,1.0 (1983–2000),0,18,tube; my mind s got a mind of its own,chalk dust torture; rocky top; guyute,stash,1172.349
